time,Eh,El,param_name,param_value,R0_low,R0_high,R0_target,kappa_high,kappa_low
43.11813186813187,4.043040244999428e-06,3.4191406802553662e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
44.120879120879124,3.721574064931902e-06,3.1373028189407117e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
45.12362637362637,3.4256540698358896e-06,2.8786886122453912e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
46.12637362637363,3.1529937313496378e-06,2.6411415263480476e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
47.129120879120876,2.9029384819327543e-06,2.4240443311976255e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
48.13186813186813,2.672054787348889e-06,2.224173335191936e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
49.13461538461539,2.4595351204556917e-06,2.0407828473855878e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
50.137362637362635,2.2642629280826186e-06,1.8728339921229788e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
51.14010989010989,2.083790433526704e-06,1.7180567843298584e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
52.14285714285714,1.9183880040862583e-06,1.5767046843549866e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
53.145604395604394,1.7664782406343798e-06,1.447323104921057e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
54.14835164835165,1.6265955849425695e-06,1.3285578269521364e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
55.1510989010989,1.497460835219232e-06,1.219229821166465e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
56.15384615384615,1.3785973540301658e-06,1.1189152735012644e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
57.15659340659341,1.2691671724147306e-06,1.026850355955496e-06,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
58.15934065934066,1.1682969935574566e-06,9.422382997163217e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
59.16208791208791,1.0754535808698464e-06,8.646057565299401e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
60.16483516483517,9.90025724971689e-07,7.934052206790027e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
61.167582417582416,9.113448979589525e-07,7.280345598730216e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
62.17032967032967,8.389272671391249e-07,6.680615260618788e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
63.17307692307692,7.723115420727374e-07,6.130746057532321e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
64.17582417582418,7.109704619832763e-07,5.626016053726552e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
65.17857142857143,6.545191149261976e-07,5.163015290730091e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
66.18131868131869,6.026704494930862e-07,4.7392357549455305e-07,sigma,0.5,0.425,0.44231250000000005,0.5,1.05,1.0
